1,13864
2,14782
3,16117
4,16272
5,16499
6,17681
7,17919
8,19884
9,22271
10,22699
11,23705
12,23937
13,24613
14,25001
15,25167
16,25708
17,28426
18,28846
19,32459
20,33094
21,35259
22,36085
23,36622
24,36837
25,37151
26,37767
27,37644
28,38917
29,40481
30,40917
31,42737
32,42835
33,43909
34,44160
35,45111
36,45397
37,45345
38,45883
39,47377
40,48110
41,53162
42,52705
43,53231
44,53277
45,53720
46,53643
47,53883
48,54026
49,53398
50,48510
51,47253
52,46668
53,46473
54,46925
55,46757
56,46856
57,46061
58,44706
59,44048
60,43910
61,44442
62,44617
63,45425
64,45581
65,45422
66,45412
67,45067
68,44173
69,43899
70,43190
71,46613
72,46011
73,48607
74,49346
75,50576
76,50531
77,49936
78,50839
79,50379
80,54471
81,54074
82,52977
83,53250
84,52945
85,55614
86,56323
87,54426
88,54876
89,51869
90,51587
91,49742
92,49883
93,49584
94,48059
95,48331
96,48844
97,50008
98,51222
99,50781
100,51201
101,51519
102,52027
103,52152
104,51758
105,51210
106,51066
107,51528
108,51843
109,52283
110,51623
111,51947
112,53742
113,52812
114,53821
115,51970
116,52123
117,51954
118,50975
119,50884
120,46221
121,40728
122,40165
123,37907
124,39262
125,37312
126,38696
127,37879
128,36569
129,34959
130,36385
131,36219
132,36518
133,35717
134,36218
135,34366
136,35168
137,35700
138,38625
139,36290
140,36133
141,35868
142,35887
143,36874
144,37187
145,37468
146,37317
147,34814
148,35351
149,36428
150,36499
151,37455
152,37116
153,37796
154,39339
155,40306
156,40990
157,40785
158,39902
159,39950
160,38281
161,37170
162,35865
163,35445
164,36161
165,35164
166,35456
167,35122
168,34841
169,35310
170,35011
171,35940
172,35673
173,34010
174,35278
175,34141
176,35295
177,35338
178,34839
179,34481
180,32504
181,32331
182,32708
183,31176
184,32035
185,30716
186,31217
187,30552
188,30210
189,30469
190,31266
191,31245
192,31331
193,31457
194,32292
195,33353
196,33128
197,32962
198,32456
199,31708
200,30999
201,30410
202,29690
203,29956
204,26962
205,27024
206,26171
207,26272
208,26836
209,27771
210,28211
211,28493
212,28962
213,28859
214,28612
215,28597
216,28383
217,28391
218,28193
219,28218
220,28281
221,28088
222,28466
223,29431
224,29829
225,29946
226,29355
227,29664
228,30891
229,31380
230,32289
231,32565
232,31966
233,32881
234,33971
235,34221
236,33634
237,32855
238,32479
239,31963
240,31429
241,31261
242,31295
243,30403
244,29353
245,27954
246,27383
247,27020
248,13207
249,27033
250,30317
251,30426
252,30270
253,31515
254,31082
255,31553
256,31722
257,31568
258,31677
259,29522
260,30767
261,31554
262,31014
263,31830
264,33016
265,34256
266,34794
267,35095
268,36956
269,37130
270,38375
271,39886
272,40280
273,41309
274,39547
275,41745
276,41500
277,41895
278,41767
279,41842
280,41435
281,41312
282,40986
283,40359
284,37469
285,37662
286,36623
287,36663
288,36470
289,36557
290,36671
291,37037
292,37156
293,37328
294,37400
295,37253
296,37542
297,37322
298,37278
299,36006
300,33922
301,33734
302,33450
303,33588
304,33659
305,34068
306,34544
307,36154
308,36839
309,35802
310,31253
311,32170
312,33657
313,33186
314,32724
315,32337
316,28211
317,30316
318,30166
319,29658
320,29390
321,27700
322,28358
323,28252
324,28504
325,28038
326,26102
327,26805
328,27978
329,31015
330,32870
331,32662
332,34955
333,35490
334,36715
335,38903
336,39101
337,39572
338,40388
339,40333
340,41881
341,40658
342,43268
343,43451
344,42265
345,43604
346,43384
347,43823
348,43884
349,42957
350,42565
351,39924
352,39713
353,40002
354,38369
355,37533
356,36726
357,36315
358,36251
359,36107
360,35601
361,35034
362,34734
363,34381
364,35016
365,35255
366,34815
367,34090
368,34347
369,41902
370,42351
371,42266
372,42641
373,43167
374,45597
375,46520
376,45839
377,45566
378,40577
379,41204
380,42416
381,42424
382,41456
383,39495
384,38468
385,37874
386,37819
387,37759
388,35445
389,34839
390,34309
391,33741
392,33230
393,33352
394,33007
395,32595
396,32765
397,33137
398,33715
399,34060
400,33974
401,33932
402,33814
403,33851
404,35170
405,36381
406,36646
407,36740
408,37561
409,38526
410,39602
411,39793
412,40125
413,40514
414,38922
415,38847
416,38468
417,38117
418,34650
419,32767
420,35378
421,34856
422,34409
423,33214
424,33619
425,35461
426,35768
427,36905
428,35180
429,34273
430,32165
431,32025
432,33561
433,35881
434,36133
435,36350
436,36228
437,36487
438,36014
439,36476
440,36456
441,36507
442,36180
443,36448
444,36391
445,36631
446,36334
447,36759
448,35949
449,36852
450,36619
451,37426
452,37516
453,37116
454,36231
455,35377
456,35068
457,35225
458,33683
459,33666
460,33536
461,34063
462,34794
463,35618
464,35334
465,38502
466,38470
467,40325
468,40638
469,38153
470,37289
471,37928
472,38427
473,42965
474,38438
475,38826
476,38067
477,36615
478,37026
479,36702
480,36889
481,37440
482,33830
483,36799
484,36835
485,37395
486,39064
487,39163
488,42222
489,42392
490,42779
491,43396
492,42275
493,44178
494,44579
495,44501
496,44653
497,44655
498,46411
499,46286
500,46246
501,46463
502,46132
503,51220
504,51345
505,51511
506,51657
507,50737
508,51020
509,50224
510,49126
511,48531
512,43644
513,43469
514,17565
515,17027
516,29763
517,28261
518,46063
519,45798
520,45916
521,40918
522,39812
523,37046
524,38283
525,38319
526,39728
527,43280
528,43884
529,46569
530,46914
531,47079
532,47354
533,48652
534,51743
535,55039
536,55214
537,53273
538,52759
539,53128
540,56850
541,57926
542,55675
543,55117
544,52896
545,53876
546,54473
547,54283
548,54545
549,50843
550,50587
551,51046
552,50934
553,51179
554,50266
555,49875
556,49904
557,51362
558,52868
559,52929
560,52779
561,52561
562,52560
563,52629
564,52343
565,50859
566,49872
567,47171
568,47527
569,47280
570,47933
571,47545
572,47557
573,46812
574,46391
575,47952
576,46685
577,48084
578,45910
579,45444
580,44615
581,44668
582,44095
583,42796
584,41342
585,37248
586,39662
587,39554
588,37595
589,37930
590,37139
591,38348
592,38494
593,37505
594,40005
595,39071
596,39069
597,40090
598,39984
599,43457
600,42895
601,44593
602,44859
603,43821
604,44408
605,44511
606,44040
607,43501
608,40081
609,40213
610,38935
611,39788
612,40300
613,40217
614,40124
615,39830
616,39501
617,40134
618,40226
619,39836
620,39224
621,38811
622,38929
623,39179
624,38627
625,37160
626,36683
627,36248
628,35879
629,35620
630,36402
631,36924
632,37152
633,36579
634,35950
635,31282
636,29734
637,30432
638,30280
639,29001
640,27131
641,26282
642,26400
643,25318
644,24867
645,25148
646,25647
647,24322
648,22924
649,21714
650,21169
651,20494
652,21274
653,21523
654,21333
655,20842
656,20538
657,20510
658,22037
659,22093
660,21951
661,20783
662,20443
663,21297
664,22464
665,22900
666,23105
667,21884
668,23044
669,24167
670,25765
671,26154
672,26204
673,26147
674,26079
675,25065
676,24784
677,25897
678,26290
679,26705
680,25360
681,26588
682,26560
683,27307
684,27618
685,28791
686,31157
687,32866
688,32907
689,33765
690,33600
691,34405
692,35455
693,35372
694,36866
695,37055
696,37813
697,37743
698,38007
699,39332
700,40578
701,40511
702,39918
703,39630
704,41317
705,41971
706,41941
707,42087
708,41653
709,44304
710,44684
711,44639
712,45014
713,45038
714,46054
715,46516
716,45897
717,47522
718,45381
719,45529
720,44850
721,44530
722,44805
723,44328
724,46131
725,46258
726,50259
727,49825
728,50920
729,50824
730,51666
731,51677
732,51771
733,50168
734,50102
735,45342
736,44662
737,43365
738,43231
739,42127
740,42773
741,43399
742,43091
743,43426
744,43360
745,44015
746,43759
747,43840
748,43311
749,43175
750,44423
751,46317
752,46358
753,45576
754,49619
755,51909
756,53392
757,53457
758,51750
759,50290
760,50451
761,50743
762,51632
763,48080
764,47336
765,47163
766,46184
767,47821
768,47394
769,48354
770,48549
771,47814
772,49063
773,48097
774,47071
775,45771
776,40956
777,41572
778,40294
779,40296
780,40446
781,40270
782,40848
783,40784
784,41553
785,43426
786,43771
787,44365
788,44223
789,44395
790,45386
791,50697
792,50549
793,49477
794,48208
795,49423
796,50396
797,51091
798,50484
799,47984
800,44211
801,42999
802,43869
803,42431
804,39856
805,39245
806,38551
807,38807
808,39031
809,38808
810,39816
811,38054
812,38896
813,38094
814,38530
815,40484
816,39891
817,40099
818,39569
819,39355
820,41227
821,39723
822,41750
823,41734
824,41200
825,41593
826,42774
827,45482
828,46014
829,45283
830,44214
831,41489
832,41701
833,41476
834,41174
835,40551
836,38208
837,38681
838,37458
839,36918
840,35056
841,34007
842,34266
843,33814
844,32856
845,32249
846,31613
847,31832
848,31572
849,31384
850,31703
851,32009
852,32169
853,32193
854,31664
855,36195
856,36640
857,38902
858,38881
859,38131
860,39462
861,39261
862,39233
863,39491
864,36329
865,35514
866,34450
867,37204
868,38253
869,36186
870,35518
871,34230
872,33871
873,34297
874,34490
875,33777
876,28683
877,29308
878,29610
879,30102
880,30225
881,30261
882,31357
883,31821
884,31964
885,31943
886,30616
887,31399
888,31419
889,31543
890,31561
891,31178
892,33322
893,34450
894,35052
895,35645
896,35066
897,35338
898,35130
899,35156
900,35318
901,33926
902,34900
903,34918
904,34531
905,33819
906,33382
907,32566
908,34982
909,35441
910,35654
911,35247
912,35464
913,35250
914,36793
915,37016
916,35502
917,33930
918,32756
919,35858
920,37783
921,38748
922,41028
923,40341
924,41628
925,41934
926,41217
927,40569
928,39674
929,39374
930,39915
931,38969
932,38510
933,39307
934,39866
935,40256
936,40182
937,39886
938,39939
939,39916
940,39883
941,40037
942,36930
943,37332
944,35837
945,38626
946,38810
947,38768
948,39034
949,38623
950,38800
951,39710
952,38995
953,38688
954,35982
955,35257
956,36806
957,36208
958,35159
959,33736
960,35639
961,34813
962,38078
963,37750
964,36951
965,37334
966,36936
967,37477
968,37027
969,33493
970,33260
971,33392
972,34955
973,34933
974,34046
975,34047
976,34912
977,35467
978,36086
979,36490
980,35355
981,36511
982,35756
983,35091
984,34982
985,34429
986,34613
987,34357
988,34980
989,35674
990,35720
991,36520
992,36464
993,36243
994,35838
995,34794
996,34962
997,34364
998,34377
999,34535
1000,33587
1001,33546
1002,33773
1003,34050
1004,34574
1005,33872
1006,33636
1007,33854
1008,34176
1009,33443
1010,32692
1011,33397
1012,33242
1013,33796
1014,33408
1015,33587
1016,34237
1017,33131
1018,33560
1019,33311
1020,32016
1021,29068
1022,28063
1023,28185
1024,28138
1025,27732
1026,27402
1027,26414
1028,26294
1029,25632
1030,25091
1031,24569
1032,25140
1033,25425
1034,25293
1035,25308
1036,25241
1037,25247
1038,25192
1039,23875
1040,23120
1041,22363
1042,22511
1043,22579
1044,21539
1045,22028
1046,21862
1047,22043
1048,21925
1049,21136
1050,21446
1051,20356
1052,20513
1053,19903
1054,18653
1055,18634
1056,17697
1057,17712
1058,17268
1059,16192
1060,16010
1061,11912
1062,11788
1063,11177
1064,11172
1065,9940
1066,9656
1067,9465
1068,9343
1069,9345
1070,9402
1071,8878
1072,8849
1073,8826
1074,8843
1075,8869
1076,8553
1077,8498
1078,8512
1079,8548
1080,8645
1081,8403
1082,7432
1083,7489
1084,7265
1085,7577
1086,7407
1087,7012
1088,7043
1089,6574
1090,6755
1091,6646
1092,6700
1093,6791
1094,5673
1095,5696
1096,5115
1097,5355
1098,5469
1099,4929
1100,4868
1101,4475
1102,4614
1103,4903
1104,4925
1105,4989
1106,4642
1107,4531
1108,4565
1109,4562
1110,4589
1111,4653
1112,4427
1113,4473
1114,4480
1115,4525
1116,4533
1117,4519
1118,4524
1119,4502
1120,4571
1121,4447
1122,4359
1123,4307
1124,4297
1125,4296
1126,4254
1127,4173
1128,4158
1129,3987
1130,3974
1131,3940
1132,3860
1133,3928
1134,3699
1135,3596
1136,3501
1137,3395
1138,3443
1139,3334
1140,3314
1141,3258
1142,2948
1143,3091
1144,2912
1145,2932
1146,2814
1147,2595
1148,2608
1149,2583
1150,2592
1151,2688
1152,2431
1153,2361
1154,2279
1155,2361
1156,2331
1157,2286
1158,2272
1159,2252
1160,2238
1161,2181
1162,2138
1163,2172
1164,2065
1165,2108
1166,2088
1167,2076
1168,2080
1169,2050
1170,2026
1171,2079
1172,2072
1173,2035
1174,2042
1175,2066
1176,2129
1177,2143
1178,2107
1179,2225
1180,2182
1181,2388
1182,2479
1183,2511
1184,2545
1185,2490
1186,2531
1187,2540
1188,2486
1189,2611
1190,2565
1191,2942
1192,3643
1193,3692
1194,3847
1195,3885
1196,4044
1197,4057
1198,3991
1199,4032
1200,4041
1201,4279
1202,4386
1203,4383
1204,4462
1205,4436
1206,4918
1207,4939
1208,4992
1209,5117
1210,5256
1211,5751
1212,6055
1213,6299
1214,6317
1215,6386
1216,6755
1217,7076
1218,7116
1219,7084
1220,7023
1221,7075
1222,7429
1223,7535
1224,7515
1225,7678
1226,7940
1227,8136
1228,8229
1229,8161
1230,8192
1231,8370
1232,8627
1233,9225
1234,9274
1235,9422
1236,10050
1237,10623
1238,10949
1239,11077
1240,11696
1241,12652
1242,13774
1243,13681
1244,13768
1245,13811
1246,14557
1247,15109
1248,15480
1249,15929
1250,16448
1251,18081
1252,31175
1253,32429
1254,34241
1255,35324
1256,38006
1257,38661
1258,39004
1259,39071
1260,39052
1261,39710
1262,39692
1263,40751
1264,41253
1265,41193
1266,42331
1267,42609
1268,43798
1269,44057
1270,44460
1271,45437
1272,45900
1273,47298
1274,48448
1275,48424
1276,48379
1277,48566
1278,49058
1279,49155
1280,49657
1281,49754
1282,49708
1283,49329
1284,49185
1285,49030
1286,48351
1287,47902
1288,48649
1289,47905
1290,47615
1291,45791
1292,45954
1293,46815
1294,46962
1295,47130
1296,45308
1297,45238
1298,43964
1299,43374
1300,42588
1301,37877
1302,32918
1303,32263
1304,29708
1305,28674
1306,26954
1307,27029
1308,26892
1309,26966
1310,26526
1311,25744
1312,25347
1313,24134
1314,24958
1315,24504
1316,23563
1317,22988
1318,22521
1319,22123
1320,21977
1321,21538
1322,21098
1323,19124
1324,18859
1325,18908
1326,19049
1327,19892
1328,21080
1329,20936
1330,20403
1331,19991
1332,21290
1333,23410
1334,26726
1335,26637
1336,26199
1337,25433
1338,25275
1339,28676
1340,29401
1341,29568
1342,29598
1343,29228
1344,29322
1345,29439
1346,30048
1347,31001
1348,30067
1349,29646
1350,30593
1351,30659
1352,31626
1353,32615
1354,33088
1355,34299
1356,34867
1357,35286
1358,35578
1359,35223
1360,35859
1361,36261
1362,36735
1363,36783
1364,36612
1365,38431
1366,38911
1367,39779
1368,40228
1369,40615
1370,40979
1371,41119
1372,41290
1373,41251
1374,41204
1375,42670
1376,42489
1377,41590
1378,40483
1379,40003
1380,40845
1381,40638
1382,40159
1383,39785
1384,37620
1385,38366
1386,37478
1387,39462
1388,39038
1389,37230
1390,36989
1391,36299
1392,35315
1393,36716
1394,38168
1395,38865
1396,37814
1397,37981
1398,39222
1399,40366
1400,40490
1401,40470
1402,40010
1403,39127
1404,39244
1405,39444
1406,38570
1407,38402
1408,38507
1409,38521
1410,38198
1411,38092
1412,38356
1413,38294
1414,37748
1415,36903
1416,36766
1417,36543
1418,36125
1419,35632
1420,35052
1421,34794
1422,35262
1423,35781
1424,35936
1425,33441
1426,33340
1427,32741
1428,32637
1429,32359
1430,31012
1431,31117
1432,29731
1433,29718
1434,30389
1435,31081
1436,30485
1437,28429
1438,28131
1439,27670
1440,28221
1441,27988
1442,26994
1443,25899
1444,23939
1445,23828
1446,22997
1447,22737
1448,20473
1449,19065
1450,19052
1451,18220
1452,18375
1453,17779
1454,17714
1455,17481
1456,16755
1457,17199
1458,16741
1459,16890
1460,16981
1461,15462
1462,16014
1463,14704
1464,15487
1465,15395
1466,15026
1467,15104
1468,15040
1469,15128
1470,15076
1471,14723
1472,14873
1473,15369
1474,15502
1475,17774
1476,17815
1477,17963
1478,18013
1479,18417
1480,18017
1481,18284
1482,17143
1483,17842
1484,15876
1485,16765
1486,17131
1487,18023
1488,17772
1489,17572
1490,17635
1491,17920
1492,18085
1493,18573
1494,18270
1495,19680
1496,19467
1497,20949
1498,23212
1499,24903
1500,27639
1501,28875
1502,29491
1503,31232
1504,31670
1505,31957
1506,31677
1507,31821
1508,33420
1509,33550
1510,33872
1511,33706
1512,33487
1513,33276
1514,32972
1515,33087
1516,33033
1517,33752
1518,35460
1519,36145
1520,35962
1521,35600
1522,34758
1523,34425
1524,33523
1525,32824
1526,33077
1527,33173
1528,33392
1529,33543
1530,33620
1531,34177
1532,33805
1533,34079
1534,34206
1535,33991
1536,34020
1537,33699
1538,33744
1539,37149
1540,36553
1541,38135
1542,37740
1543,37743
1544,38265
1545,37489
1546,36780
1547,35969
1548,31648
1549,32070
1550,28132
1551,28155
1552,27446
1553,25415
1554,25620
1555,25410
1556,25535
1557,24911
1558,25082
1559,26642
1560,26586
1561,26583
1562,26635
1563,26871
1564,27171
1565,27663
1566,28599
1567,27086
1568,25995
1569,26200
1570,27255
1571,27904
1572,27638
1573,27221
1574,27865
1575,27149
1576,28326
1577,27845
1578,27282
1579,27295
1580,26618
1581,26564
1582,26425
1583,24951
1584,24960
1585,23442
1586,23749
1587,23515
1588,22708
1589,22271
1590,21293
1591,20538
1592,20201
1593,19604
1594,19381
1595,19187
1596,19283
1597,19077
1598,18659
1599,21234
1600,21081
1601,21693
1602,21483
1603,21534
1604,22784
1605,22899
1606,26505
1607,25958
1608,24458
1609,24265
1610,24280
1611,28056
1612,27784
1613,27370
1614,27754
1615,26354
1616,27078
1617,27015
1618,26772
1619,27039
1620,25263
1621,25339
1622,25337
1623,26555
1624,29067
1625,29296
1626,28702
1627,28556
1628,29888
1629,32226
1630,33040
1631,33367
1632,33174
1633,33230
1634,33617
1635,34433
1636,35074
1637,35144
1638,34172
1639,33933
1640,34141
1641,35057
1642,35895
1643,35820
1644,35668
1645,35561
1646,35837
1647,36007
1648,34401
1649,33181
1650,33275
1651,33338
1652,33673
1653,33059
1654,32827
1655,31148
1656,29478
1657,30271
1658,30894
1659,30727
1660,28705
1661,27106
1662,27693
1663,27720
1664,29200
1665,30452
1666,30365
1667,30644
1668,30273
1669,32397
1670,32536
1671,33166
1672,34522
1673,32589
1674,30505
1675,30783
1676,32301
1677,32714
1678,29676
1679,28592
1680,27899
1681,29027
1682,31124
1683,31428
1684,31230
1685,30162
1686,30287
1687,31197
1688,31654
1689,31830
1690,31639
1691,31229
1692,31190
1693,31997
1694,32326
1695,33432
1696,33376
1697,34738
1698,37998
1699,38686
1700,39208
1701,40282
1702,40693
1703,42292
1704,41677
1705,41852
1706,42346
1707,41528
1708,41560
1709,41754
1710,41421
1711,41523
1712,39460
1713,43368
1714,42208
1715,41407
1716,41047
1717,41229
1718,40568
1719,40036
1720,39732
1721,39456
1722,34589
1723,34494
1724,34436
1725,35122
1726,34498
1727,34479
1728,34584
1729,34772
1730,34991
1731,34695
1732,35468
1733,35598
1734,37554
1735,39820
1736,42011
1737,44579
1738,44525
1739,44725
1740,46686
1741,46898
1742,50319
1743,49538
1744,48276
1745,47610
1746,46265
1747,45169
1748,43994
1749,42505
1750,41920
1751,39523
1752,38905
1753,38270
1754,38310
